Date,XRP,DXY,NASDAQ,XRP_Return_1d,XRP_Vol_1d,Ret_Week,Ret_Month,Ret_3Month,Ret_6Month,Ret_Year,MA7,MA30,MA90,MA180,MA200,XRP_RSI_14,DXY_Return_1d,NASDAQ_Return_1d,XRP_Vol_7d,XRP_Momentum_7d,MA14,XRP_MA14_Div,XRP_MA30_Div,XRP_BB_Upper,XRP_BB_Lower,XRP_BB_Width,XRP_Max90,XRP_Min90,XRP_Dist_Max90,XRP_Dist_Min90,XRP_Max180,XRP_Min180,XRP_Dist_Max180,XRP_Dist_Min180,XRP_Max365,XRP_Min365,XRP_Dist_Max365,XRP_Dist_Min365,Future_XRP_3d,Target_Buy_Signal
2019-02-19,0.3237679898738861,96.5199966430664,7486.77001953125,0.00684140695782931,0.00684140695782931,0.06087353157474995,0.008067153188223042,-0.27674015981305766,-0.012025912122028082,-0.7170898952937008,0.30833728824343,0.30776196519533794,0.33463945587476096,0.3836560451322132,0.37889749065041545,68.46755316857417,-0.00412713096817896,0.0019217177565178378,0.023151391517926154,0.06087353157474995,0.30582235540662495,0.05867993019477088,0.052007806320020965,0.32687120317293106,0.2886527272177448,0.12418193369323202,0.42607998847961426,0.28588300943374634,-0.2401239236107031,0.13251917459235943,0.5815719962120056,0.26370999217033386,-0.44328820510150546,0.22774259408706807,1.089460015296936,0.26370999217033386,-0.7028179232574754,0.22774259408706807,0.3219040036201477,0
2019-02-20,0.3328799903392792,96.44999694824219,7489.06982421875,0.028143611321620687,0.028143611321620687,0.0939779396374778,0.0376882003833916,-0.2187382666642046,0.01609859985319262,-0.6944541463978817,0.3124224288122995,0.30816496511300406,0.3336039003398683,0.38368534511990016,0.3784193556010723,81.4523000948181,-0.0007252351560173009,0.00030718249411965104,0.023521505826193854,0.0939779396374778,0.3088332840374538,0.07786306575333087,0.0802006328565355,0.32885560931631674,0.2874743209096914,0.13428291042575474,0.40742799639701843,0.28588300943374634,-0.18297222261843762,0.16439235405636946,0.5815719962120056,0.26370999217033386,-0.42762032472772044,0.26229570445805284,1.0153900384902954,0.26370999217033386,-0.6721653968220798,0.26229570445805284,0.3326199948787689,0
2019-02-21,0.3212909996509552,96.61000061035156,7459.7099609375,-0.03481432054991407,0.03481432054991407,0.0641981523900621,0.005633963627456273,-0.2114164895583832,-0.021140645481833253,-0.6835787357844698,0.31519128595079693,0.30822496513525643,0.3326468225982454,0.3836467951536179,0.3778576205670834,69.09239223603163,0.001658928638382795,-0.003920361803318229,0.029087487006957024,0.0641981523900621,0.3109527847596577,0.03324689598547293,0.04239122716735511,0.3290614408833351,0.28738848938717776,0.1352030374238838,0.40679898858070374,0.28588300943374634,-0.2101971522300991,0.12385482539638193,0.5815719962120056,0.26370999217033386,-0.4475473342189053,0.21834973717427053,1.0055400133132935,0.26370999217033386,-0.680479150111303,0.21834973717427053,0.3014430105686188,0
2019-02-22,0.3219040036201477,96.51000213623047,7527.5400390625,0.001907940060127622,0.001907940060127622,0.06675856799842617,0.017099997749467466,-0.14235775142593576,-0.005781784442734472,-0.6581990877424064,0.31806914295469013,0.3084053655465444,0.3320531338453293,0.3836363951365153,0.3773967355489731,58.77234266771708,-0.0010350737344926308,0.009092857293405476,0.02896664449814247,0.06675856799842617,0.31168285650866373,0.032793420934269,0.04376914146639932,0.32962814697860215,0.28718258411448666,0.13762913232360618,0.40679898858070374,0.28588300943374634,-0.20869025573723604,0.12599907303952343,0.5815719962120056,0.26370999217033386,-0.4464932876465373,0.22067427544507126,1.0055400133132935,0.26370999217033386,-0.6798695234817543,0.22067427544507126,0.32850998640060425,1
2019-02-23,0.3326199948787689,96.51000213623047,7527.5400390625,0.03328940037436223,0.03328940037436223,0.10247491152492816,0.047298818972263845,-0.11195005094747346,-0.012712890313836267,-0.6669987169117852,0.3224858556474958,0.3089060992002487,0.3315872338083055,0.3836126006311841,0.3771548055112362,65.5569129594113,0.0,0.0,0.0298266964346969,0.10247491152492816,0.313206855739866,0.06198184612863806,0.0767673274820892,0.33167864396898683,0.28613355443151056,0.14743991671058465,0.40679898858070374,0.28588300943374634,-0.1823480288403388,0.16348290700309676,0.5815719962120056,0.26370999217033386,-0.42806738108910597,0.26130979012704664,1.0055400133132935,0.26370999217033386,-0.6692125718769031,0.26130979012704664,0.31947699189186096,0
2019-02-24,0.3014430105686188,96.51000213623047,7527.5400390625,-0.09373153986582594,0.09373153986582594,-0.0063519410951992095,-0.04957034157400886,-0.15194212169475596,-0.14323109083576724,-0.6841551031466052,0.3222105715956007,0.30838203330834707,0.3309871451722251,0.383332633972168,0.37700230062007906,45.697131340108555,0.0,0.0,0.05090235518151284,-0.0063519410951992095,0.3126021432025092,-0.03569755638770947,-0.022501384614680386,0.3310916480809009,0.2856724185357932,0.14728234669784931,0.40679898858070374,0.28588300943374634,-0.25898780717146175,0.05442786252212894,0.5815719962120056,0.26370999217033386,-0.48167550615911864,0.14308528125059683,1.0055400133132935,0.26370999217033386,-0.7002177868831372,0.14308528125059683,0.3131060004234314,1
2019-02-25,0.32850998640060425,96.41000366210938,7554.4599609375,0.08979135320115206,0.08979135320115206,0.021587887783836024,0.04542773566368741,-0.08788525340989062,-0.04725312366326129,-0.651812912748905,0.3232022821903229,0.30885786612828575,0.3306354449854957,0.38324211719963286,0.37691099554300306,60.893684700683956,-0.0010361462222323592,0.003576191124232464,0.0575466713539024,0.021587887783836024,0.31444278572286877,0.04473691659166726,0.06362836251726185,0.33264746867289025,0.28506826358368126,0.15404886942217852,0.40679898858070374,0.28588300943374634,-0.19245131963883422,0.14910636715098927,0.5815719962120056,0.26370999217033386,-0.43513444845984367,0.24572445547840746,1.0055400133132935,0.26370999217033386,-0.6732999363017379,0.24572445547840746,0.3150779902935028,0
2019-02-26,0.31947699189186096,96.0,7549.2998046875,-0.027496864274098254,0.027496864274098254,-0.013253311371814624,0.032439312148164534,-0.18199648406804225,-0.04759963300153802,-0.666119047455902,0.322589282478605,0.3091924657424291,0.32984566721651287,0.3831534115804566,0.3769062505662441,55.72125540329915,-0.00425270870797112,-0.0006830609039801816,0.05876348118911271,-0.013253311371814624,0.3154632853610175,0.012723212865326575,0.0332625380270402,0.33329618423146734,0.28508874725339084,0.1559140092961884,0.40679898858070374,0.28588300943374634,-0.21465637609745236,0.11750954533693637,0.5815719962120056,0.26370999217033386,-0.45066647986365704,0.2114709392031927,1.0055400133132935,0.26370999217033386,-0.6822831636115884,0.2114709392031927,0.31731200218200684,0
2019-02-27,0.3131060004234314,96.1500015258789,7554.509765625,-0.019941941454694967,0.019941941454694967,-0.05940275922170524,0.06186946379407243,-0.1750859984389117,-0.06628059767816474,-0.6694771033617584,0.31976442677634104,0.3098005662361781,0.32910726732677886,0.38302993377049765,0.3769654706120491,53.38464124291525,0.0015625158945720141,0.0006901250542818982,0.057668876401579396,-0.05940275922170524,0.31609342779432026,-0.00945108979878177,0.010669555021837517,0.33332182644399483,0.2862793060283613,0.15184775478999737,0.40679898858070374,0.28588300943374634,-0.230317652667135,0.09522423540876435,0.5815719962120056,0.26370999217033386,-0.4616212567613175,0.18731185665953826,1.0055400133132935,0.26370999217033386,-0.688619054162017,0.18731185665953826,0.3151260018348694,0
2019-02-28,0.3150779902935028,96.16000366210938,7532.52978515625,0.006298154195079508,0.006298154195079508,-0.01933763897588825,0.08813432010896727,-0.1307114504128113,-0.09387704272205177,-0.6516870224158798,0.3188768540109907,0.31065123279889423,0.3285808559921053,0.3828485836585363,0.3770515105128288,55.068080126218575,0.00010402637620110511,-0.0029095177782103576,0.056479175540348564,-0.01933763897588825,0.31703406998089384,-0.006169935261244686,0.014249927337240996,0.33295768968040773,0.2883447759173807,0.14361093423346558,0.40679898858070374,0.28588300943374634,-0.22547007456240184,0.10212212652155683,0.5815719962120056,0.26370999217033386,-0.45823046442104715,0.19478972981042622,1.0055400133132935,0.26370999217033386,-0.6866579289517196,0.19478972981042622,0.3125540018081665,0
